symbol,return_pct,sharpe,max_drawdown,win_rate,num_trades,avg_trade,best_trade,worst_trade,profit_factor,expectancy
BTC/USDT,-0.028766676767673343,-1.957716019814457,-0.02892103578834293,33.33333333333333,9,-0.2915500413778971,0.1880582388006772,-0.6608160259983903,0.14043400031117503,-0.29096078035757345
